"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007626","BP","GO:0007626","locomotory behavior","27/1031","253/21306",0.000104026067020459,0.00463849565509177,0.00373426907252931,"Drd4/Dbn1/Etv5/Nlgn2/Cacna1b/Kalrn/Cacna1e/Zfhx3/Drd1/Nr4a2/Nav2/Olfm2/Rcan1/Ppp1r1b/Dscam/Espn/Prex2/Kcnd2/Npy1r/Lrrtm1/Dbh/Ccnd2/Atp1a2/Selenop/Apoe/Pmp22/Chrnb4",27
"GO:0048002","BP","GO:0048002","antigen processing and presentation of peptide antigen","12/1031","69/21306",0.000106129711239723,0.00469219240286129,0.00377749819666809,"H2-Q6/H2-Q4/H2-D1/H2-K1/B2m/H2-Q7/Pycard/Cd74/Hfe/Ctss/Tap1/H2-M5",12
"GO:0042326","BP","GO:0042326","negative regulation of phosphorylation","42/1031","471/21306",0.000107959406995154,0.00473297669154384,0.00381033201159366,"Pde4d/Atf3/Grb10/Spry4/Bmp7/Dusp3/Midn/Per1/Irf1/Nf2/Ptprr/Stat3/Spred2/Foxo1/Dusp4/Ptprt/Niban1/Timp3/Nupr1/Spred3/Drd1/Psen2/Socs3/Dusp6/Gadd45a/Parp14/Ptprb/Taf7/Marveld3/Ezr/Nos1/Ier3/Shb/Pycard/Sfrp1/Lif/Thy1/Bmp4/Slc9a3r1/Sema6a/Ajuba/Apoe",42
"GO:0001763","BP","GO:0001763","morphogenesis of a branching structure","26/1031","241/21306",0.000116130575559904,0.00504877677246681,0.00406457014459663,"Fgf2/Bmp7/Csmd1/Ncoa3/Mycn/Csf1/Etv5/Spint2/Dchs1/Rxra/Etv4/Col4a1/Cd44/Cdh1/Socs3/Adm/Mmp14/Bmp2/Sfrp1/Fzd5/Pgf/Sox8/Bmp4/Tgm2/Epha2/Sox2",26
"GO:0001892","BP","GO:0001892","embryonic placenta development","16/1031","114/21306",0.000119868770150588,0.005168226230377,0.00416073417051628,"Bmp7/Ncoa3/Spint2/Vash2/Plcd1/Cebpb/Plcd3/Socs3/Hey1/Ccn1/Adm/Gab1/Wnt7b/Lif/Fzd5/Zfp36l1",16
"GO:0019883","BP","GO:0019883","antigen processing and presentation of endogenous antigen","9/1031","41/21306",0.000121229773730656,0.00517307335729305,0.00416463640035093,"H2-Q6/H2-Q4/H2-D1/H2-K1/B2m/H2-Q7/Hfe/Tap1/H2-M5",9
"GO:0045669","BP","GO:0045669","positive regulation of osteoblast differentiation","12/1031","70/21306",0.000122520983784933,0.00517307335729305,0.00416463640035093,"Fgf2/Bmp7/Mef2c/Cebpb/Ddr2/Hey1/Cebpd/Ccn1/Bmp2/Wnt7b/Bmp4/Runx2",12
"GO:1903169","BP","GO:1903169","regulation of calcium ion transmembrane transport","20/1031","163/21306",0.000123634456293505,0.00517307335729305,0.00416463640035093,"Pde4d/Adrb1/Cbarp/Drd4/Gstm7/Ahnak/Nol3/Dbi/Drd1/Psen2/Cxcl10/Stac/Rapgef3/Mettl21c/Thy1/Bmp4/Atp1a2/Jsrp1/F2rl3/Hpca",20
"GO:1901888","BP","GO:1901888","regulation of cell junction assembly","24/1031","215/21306",0.000123947511915206,0.00517307335729305,0.00416463640035093,"Lrrc4b/Flrt1/Dusp3/Mef2c/Ace/Bdnf/Nlgn2/Gap43/Nphp4/Mdga1/Nlgn1/Ntrk1/Enpp2/Gpm6b/Tpbg/F11r/Mmp14/Epha3/Xlr3b/Lrrtm1/Thy1/Gja1/Fzd5/Epha2",24
"GO:0042310","BP","GO:0042310","vasoconstriction","15/1031","103/21306",0.000127084935742796,0.00522048905330838,0.00420280889858064,"Cacna1g/Dock4/Ace/Adra1a/Acta2/Icam1/Adra2b/Drd1/Adm/Nos1/Ptgs2/Npy1r/Gja1/Dbh/Atp1a2",15
"GO:0061326","BP","GO:0061326","renal tubule development","15/1031","103/21306",0.000127084935742796,0.00522048905330838,0.00420280889858064,"Fgf2/Mef2c/Stat1/Dchs1/Col4a1/Cd44/Dll1/Hey1/Lgr5/Bmp2/Wnt7b/Lif/Pgf/Sox8/Bmp4",15
"GO:0051224","BP","GO:0051224","negative regulation of protein transport","20/1031","164/21306",0.000134532168593478,0.00548323690275136,0.00441433678197349,"Siah3/Midn/Drd4/Pfkl/Pkdcc/Insig1/Nol3/Il33/Bag3/Idh2/Rab11fip1/Klf7/Hadh/Rhbdf2/Nos1/Sfrp1/Inhbb/Anxa1/Apoe/Anxa5",20
"GO:0044550","BP","GO:0044550","secondary metabolite biosynthetic process","7/1031","25/21306",0.000135756357542033,0.00549023966896733,0.00441997443160107,"Dct/Tyrp1/Slc7a11/Pmel/Bdh2/Tyr/Oca2",7
"GO:0048066","BP","GO:0048066","developmental pigmentation","10/1031","51/21306",0.000140752796432239,0.00564851799220763,0.00454739803858003,"Kitl/Mef2c/Spns2/Dct/Tyrp1/Mitf/Cd63/Adamts9/Oca2/Mlph",10
"GO:0001649","BP","GO:0001649","osteoblast differentiation","23/1031","205/21306",0.00015761875287316,0.00625832374161525,0.00503832848663677,"Fgf2/Bmp7/Mef2c/Noct/Trp53inp2/Igfbp5/Dhh/Cebpb/Ddr2/Hey1/Glis1/Cebpd/Ccn1/Sh3pxd2b/Bmp2/Wnt7b/Sfrp1/Gja1/Sox8/Bmp4/Runx2/Epha2/Sox2",23
"GO:0008306","BP","GO:0008306","associative learning","15/1031","105/21306",0.00015834746672287,0.00625832374161525,0.00503832848663677,"Csmd1/Drd4/Ndrg4/Map1a/Grm7/Cacna1e/Synpo/Drd1/Ppp1r1b/Neurod2/Asic1/Slc7a11/Dbh/Atp1a2/Gabra5",15
"GO:0050803","BP","GO:0050803","regulation of synapse structure or activity","29/1031","289/21306",0.00017360566179013,0.00680977998164743,0.00548228405653042,"Lrrc4b/Flrt1/Mef2c/Dbn1/Igsf9/Bdnf/Etv5/Nlgn2/Gap43/Ncan/Mdga1/Kalrn/Nlgn1/Ngef/Arc/Rims4/Ntrk1/Tpbg/Neurod2/Abhd17c/C1ql3/Pcdh8/Slc7a11/Xlr3b/Dgkb/Lrrtm1/Shisa6/Fzd9/Apoe",29
"GO:0000041","BP","GO:0000041","transition metal ion transport","15/1031","106/21306",0.000176338326800295,0.00686535112624732,0.00552702218329284,"Slc39a10/Steap2/Mmgt2/Slc30a10/B2m/Atp7b/Steap4/Trf/Nos1/Steap3/Cp/Trpc7/Hfe/Slc40a1/1700013F07Rik",15
"GO:1904893","BP","GO:1904893","negative regulation of receptor signaling pathway via STAT","7/1031","26/21306",0.000178055774823362,0.00688086649817391,0.00553951299450459,"Irf1/Nf2/Socs2/Ptprt/Bcl3/Socs3/Parp14",7
"GO:0097191","BP","GO:0097191","extrinsic apoptotic signaling pathway","25/1031","234/21306",0.000181562619415211,0.00696479548153793,0.00560708089370506,"Atf3/Kitl/Mllt11/Eya2/Bex3/Unc5b/Nol3/Icam1/Timp3/Il33/Psen2/Bag3/Jak3/Trps1/Hmox1/Tnfrsf22/Erbb3/Inhba/Eya4/Pycard/Sfrp1/Tlr3/Dbh/Bmp4/Acsl5",25
"GO:1903706","BP","GO:1903706","regulation of hemopoiesis","38/1031","422/21306",0.000185297064497274,0.00701131922483138,0.00564453531613797,"Car2/Kitl/Sox12/Irf1/Mef2c/Csf1/Ace/Stat1/Stat3/Dtx1/Rarg/Sox4/Rbp1/Cebpb/Mturn/B2m/Jak3/Cd44/Inhba/Pim1/Dll1/Klf10/Mitf/Tespa1/Zfp36/Tnfsf9/Mmp14/Shb/Sfrp1/Lif/Gpr171/Cd74/Eif2ak2/Anxa1/Bmp4/Il4ra/Zfp36l1/Axl",38
"GO:0048638","BP","GO:0048638","regulation of developmental growth","37/1031","407/21306",0.000185463303244533,0.00701131922483138,0.00564453531613797,"Fgf2/Adrb1/Mef2c/Csf1/Pls1/Dbn1/Unc13a/Bdnf/Stat3/Ppp2r3a/Socs2/Sema4g/Tll2/L1cam/Sema5b/Slit1/Dusp6/Stc2/Sema6c/Pim1/Dll1/P2rx5/Sh3pxd2b/Ezr/Dscam/Sema3d/Fstl4/Sfrp1/Npy1r/Dcx/Gja1/Mapk11/Bmp4/Myoz1/Sema6a/Apoe/Wwc1",37
"GO:0007266","BP","GO:0007266","Rho protein signal transduction","21/1031","181/21306",0.000187871704507849,0.0070512710965284,0.00567669898512924,"Adrb1/Plekhg5/Rhoj/Itga3/Kank2/Adra1a/Kalrn/Ngef/Fgd5/Arhgef28/Pdpn/Arhgef37/Col1a2/Spata13/Prag1/F11r/Prex2/Lpar6/Arhgef10/F2rl3/Apoe",21
"GO:0050709","BP","GO:0050709","negative regulation of protein secretion","15/1031","107/21306",0.000196073518093924,0.007270326767595,0.00585305202681599,"Midn/Drd4/Pfkl/Il33/Idh2/Rab11fip1/Klf7/Hadh/Rhbdf2/Nos1/Sfrp1/Inhbb/Anxa1/Apoe/Anxa5",15
"GO:0048640","BP","GO:0048640","negative regulation of developmental growth","17/1031","131/21306",0.000197724543576785,0.007270326767595,0.00585305202681599,"Adrb1/Socs2/Sema4g/Tll2/Sema5b/Slit1/Stc2/Sema6c/Sema3d/Fstl4/Sfrp1/Gja1/Mapk11/Bmp4/Myoz1/Sema6a/Wwc1",17
"GO:0008360","BP","GO:0008360","regulation of cell shape","19/1031","156/21306",0.000199242475380517,0.007270326767595,0.00585305202681599,"Myh14/Rhoj/Rhobtb1/Rhobtb2/Gas7/Icam1/Parvb/Pdpn/Rhobtb3/Plxnb2/Coch/Arhgap15/Prag1/Ezr/F11r/Ccl2/Fblim1/Anxa1/Slc9a3r1",19
"GO:0001975","BP","GO:0001975","response to amphetamine","6/1031","19/21306",0.000199282485674925,0.007270326767595,0.00585305202681599,"Drd4/Drd1/Nr4a2/Ppp1r1b/Asic1/Dbh",6
"GO:1904950","BP","GO:1904950","negative regulation of establishment of protein localization","20/1031","169/21306",0.000202731294549095,0.00734478585876825,0.00591299609101527,"Siah3/Midn/Drd4/Pfkl/Pkdcc/Insig1/Nol3/Il33/Bag3/Idh2/Rab11fip1/Klf7/Hadh/Rhbdf2/Nos1/Sfrp1/Inhbb/Anxa1/Apoe/Anxa5",20
"GO:0048747","BP","GO:0048747","muscle fiber development","12/1031","74/21306",0.000211599445101646,0.00761320210410542,0.00612908737535801,"Nrap/Cacna1s/Myo18b/Acta1/Myh11/Chrnb1/Rcan1/Klhl41/Flnc/Bmp4/Pmp22/Wfikkn2",12
"GO:0014009","BP","GO:0014009","glial cell proliferation","10/1031","54/21306",0.00023114211713196,0.008259372774503,0.00664929378050845,"Csf1/Nf2/Etv5/Sox4/Dbi/Il33/Idh2/Vim/Tspo/Pmp22",10
"GO:0097756","BP","GO:0097756","negative regulation of blood vessel diameter","15/1031","109/21306",0.000241338460321618,0.0085650527040672,0.00689538458061765,"Cacna1g/Dock4/Ace/Adra1a/Acta2/Icam1/Adra2b/Drd1/Adm/Nos1/Ptgs2/Npy1r/Gja1/Dbh/Atp1a2",15
"GO:0071281","BP","GO:0071281","cellular response to iron ion","5/1031","13/21306",0.000244124915018283,0.00860540325439447,0.0069278692099783,"B2m/Hmox1/Trf/Hfe/Slc40a1",5
"GO:0048762","BP","GO:0048762","mesenchymal cell differentiation","24/1031","225/21306",0.00024813654699108,0.00868810983659373,0.00699445300243314,"Bmp7/Kitl/Mef2c/Spred2/Sema4g/Spred3/Anxa6/Sema5b/Pdpn/Trim62/Sema6c/Hey1/Sema3d/Frzb/Bmp2/Epha3/Sfrp1/Loxl2/Wnt16/Gja1/Sox8/Bmp4/Sema6a/Glipr2",24
"GO:0045494","BP","GO:0045494","photoreceptor cell maintenance","9/1031","45/21306",0.000257729756314976,0.00896384092463487,0.00721643317681933,"Cngb1/Map1a/Nphp4/Tulp1/Ush2a/Rp1l1/Rho/Rp1/Pde6a",9
"GO:1901617","BP","GO:1901617","organic hydroxy compound biosynthetic process","24/1031","226/21306",0.000265186629588589,0.00916211024214351,0.00737605194882169,"Fgf2/Dhcr24/Ldha/Msmo1/Stard4/Pnpo/Asah2/Sec14l2/Dct/Insig1/Plcd1/Sqle/Tyrp1/H6pd/Nr4a2/Npc1l1/Slc7a11/Pmel/Bmp2/Malrd1/Dbh/Tyr/Oca2/Apoe",24
"GO:0007156","BP","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","15/1031","110/21306",0.000267169917509189,0.00916990433977262,0.00738232666801706,"Igsf9/Pcdhb18/Dchs1/Pcdhgc3/Pcdhb14/Nectin2/Ptprt/L1cam/Sdk2/Plxnb2/Cdh1/Pcdha7/Dscam/Pcdh8/Prtg",15
"GO:0006826","BP","GO:0006826","iron ion transport","10/1031","55/21306",0.000270408673188349,0.00922040554263803,0.00742298318556253,"Steap2/B2m/Steap4/Trf/Nos1/Steap3/Cp/Hfe/Slc40a1/1700013F07Rik",10
"GO:1900746","BP","GO:1900746","regulation of vascular endothelial growth factor signaling pathway","6/1031","20/21306",0.000273083994765704,0.00925116364086155,0.00744774531179193,"Jcad/Dll1/Dcn/Cd63/Ccbe1/Sema6a",6
"GO:0030278","BP","GO:0030278","regulation of ossification","25/1031","241/21306",0.000286384500474843,0.00963914799340165,0.00776009614189897,"Fgf2/Bmp7/Mef2c/Csf1/Noct/Pkdcc/Igfbp5/Cebpb/Cnmd/Rflna/Gpm6b/Ddr2/Egr2/Hey1/Cebpd/Ccn1/Bmp2/Wnt7b/Sfrp1/Gja1/Bmp4/Runx2/Dhrs3/Fzd9/Sox2",25
"GO:0006936","BP","GO:0006936","muscle contraction","29/1031","298/21306",0.000292016965624571,0.00974195585505399,0.00784286267801931,"Pde4d/Cacna1g/Scn4a/Adrb1/Dock4/Myh14/Dbn1/Cacna1s/Adra1a/Pgam2/Acta2/Adra2b/Myh11/Tpm4/Anxa6/Drd1/Tnnt1/Chrnb1/Psen2/Stac/Tmod3/Nos1/Ptgs2/Ccn2/Npy1r/Kcnj2/Atp1a2/Jsrp1/Chrnb4",29
"GO:0003158","BP","GO:0003158","endothelium development","16/1031","123/21306",0.000293173676297389,0.00974195585505399,0.00784286267801931,"Ccm2/Icam1/Cnmd/Pdpn/S1pr3/Tnfrsf1a/Cxcl10/Dll1/Hey1/Ezr/Rapgef3/F11r/Wnt7b/Col24a1/Bmp4/Slc40a1",16
"GO:0001505","BP","GO:0001505","regulation of neurotransmitter levels","26/1031","256/21306",0.000304970432518906,0.010067103095567,0.00810462583886932,"Pnkd/Mef2c/Drd4/Dagla/Nat8l/Unc13a/Cacna1b/Syngr3/Adra1a/Slc29a4/Grm7/Syn3/Nlgn1/Prima1/Rph3a/Vamp1/Drd1/Rims4/Naalad2/Gpm6b/Asic1/Nos1/Adcy1/Dbh/Atp1a2/Htr6",26
"GO:0001941","BP","GO:0001941","postsynaptic membrane organization","9/1031","46/21306",0.000306817978185767,0.010067103095567,0.00810462583886932,"Dbn1/Etv5/Nlgn2/Nlgn1/Chrnb1/Slc7a11/Shisa6/Fzd9/Apoe",9
"GO:0043405","BP","GO:0043405","regulation of MAP kinase activity","29/1031","299/21306",0.000308825773984538,0.0100696503929833,0.00810667656709412,"Fgf2/Spry4/Bmp7/Dusp3/Kitl/Shc2/Drd4/Pde6g/Tgfa/Spred2/Mif/Dusp4/Adra2b/Spred3/Pik3r5/Dusp6/Gadd45a/Gab1/Map3k5/Trf/Bmp2/Wnt7b/Sfrp1/Cd74/Eif2ak2/Fzd5/Bmp4/Ajuba/Apoe",29
"GO:0001895","BP","GO:0001895","retina homeostasis","10/1031","56/21306",0.000315102154207288,0.0101474564104902,0.00816931510907783,"Cngb1/Map1a/Nphp4/Tulp1/Ush2a/Rp1l1/Rho/Rp1/Pde6a/Rpe65",10
"GO:0035924","BP","GO:0035924","cellular response to vascular endothelial growth factor stimulus","10/1031","56/21306",0.000315102154207288,0.0101474564104902,0.00816931510907783,"Jcad/Dll1/Dcn/Cd63/Gab1/Nr4a1/Pgf/Anxa1/Ccbe1/Sema6a",10
"GO:0043473","BP","GO:0043473","pigmentation","14/1031","100/21306",0.000321204181835141,0.0101848187041917,0.00819939401142515,"Kitl/Mef2c/Spns2/Dct/Tyrp1/Trappc6a/Mitf/Cd63/Shroom2/Pmel/Adamts9/Tyr/Oca2/Mlph",14
"GO:0048846","BP","GO:0048846","axon extension involved in axon guidance","8/1031","37/21306",0.000322317725510304,0.0101848187041917,0.00819939401142515,"Slit3/Sema4g/Sema5b/Slit1/Sema6c/Dscam/Sema3d/Sema6a",8
"GO:1902284","BP","GO:1902284","neuron projection extension involved in neuron projection guidance","8/1031","37/21306",0.000322317725510304,0.0101848187041917,0.00819939401142515,"Slit3/Sema4g/Sema5b/Slit1/Sema6c/Dscam/Sema3d/Sema6a",8
"GO:0002064","BP","GO:0002064","epithelial cell development","26/1031","257/21306",0.000324071287118232,0.0101848187041917,0.00819939401142515,"Triobp/Spint2/Rarg/Ccm2/Onecut2/Icam1/Cnmd/Ntrk1/S1pr3/Dact2/Tnfrsf1a/Cdh1/Dll1/Ezr/Vim/Rapgef3/F11r/Wnt7b/Rarb/Slc4a5/Gja1/Col24a1/Sox8/Bmp4/Slc9a3r1/Epha2",26
"GO:0019229","BP","GO:0019229","regulation of vasoconstriction","12/1031","78/21306",0.00035074708326367,0.0109571708586022,0.00882118412998451,"Dock4/Adra1a/Icam1/Adra2b/Drd1/Adm/Nos1/Ptgs2/Npy1r/Gja1/Dbh/Atp1a2",12
"GO:0001822","BP","GO:0001822","kidney development","30/1031","316/21306",0.000353443188673927,0.0109756733054278,0.00883607971684818,"Fgf2/Bmp7/Mef2c/Wfs1/Ace/Bdnf/Dchs1/Sox4/Itga3/Cfh/Kank2/Ptk7/Cd44/Dact2/Cys1/Aph1c/Dll1/Hey1/Col4a3/Nid1/Adamts1/Bmp2/Wnt7b/Rarb/Sfrp1/Mpst/Lif/Pgf/Sox8/Bmp4",30
"GO:0003179","BP","GO:0003179","heart valve morphogenesis","9/1031","47/21306",0.000363384030042688,0.0110287864657748,0.00887883901787503,"Slit3/Mef2c/Dchs1/Sox4/Hey1/Ccn1/Bmp2/Adamts9/Bmp4",9
"GO:0043277","BP","GO:0043277","apoptotic cell clearance","9/1031","47/21306",0.000363384030042688,0.0110287864657748,0.00887883901787503,"Rhobtb1/Rhobtb2/Tyro3/Mfge8/Ccl2/Anxa1/Axl/Megf10/Tgm2",9
"GO:0014075","BP","GO:0014075","response to amine","6/1031","21/21306",0.000366747584335579,0.0110287864657748,0.00887883901787503,"Drd4/Drd1/Nr4a2/Ppp1r1b/Asic1/Dbh",6
"GO:0060333","BP","GO:0060333","interferon-gamma-mediated signaling pathway","6/1031","21/21306",0.000366747584335579,0.0110287864657748,0.00887883901787503,"Irgm1/Irf1/Stat1/Parp14/Nmi/Parp9",6
"GO:0090050","BP","GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","6/1031","21/21306",0.000366747584335579,0.0110287864657748,0.00887883901787503,"Fgf2/Rhoj/Hmox1/Jcad/Ptgs2/Anxa1",6
"GO:0035023","BP","GO:0035023","regulation of Rho protein signal transduction","17/1031","138/21306",0.000369782603362079,0.0110287864657748,0.00887883901787503,"Plekhg5/Itga3/Kank2/Adra1a/Kalrn/Ngef/Fgd5/Arhgef28/Arhgef37/Spata13/Prag1/F11r/Prex2/Lpar6/Arhgef10/F2rl3/Apoe",17
"GO:0030318","BP","GO:0030318","melanocyte differentiation","7/1031","29/21306",0.000372065635034763,0.0110287864657748,0.00887883901787503,"Kitl/Mef2c/Tyrp1/Mitf/Adamts9/Oca2/Mlph",7
"GO:0035094","BP","GO:0035094","response to nicotine","7/1031","29/21306",0.000372065635034763,0.0110287864657748,0.00887883901787503,"Chrnb1/B2m/Ntrk1/Hmox1/Ppp1r1b/Atp1a2/Chrnb4",7
"GO:0038084","BP","GO:0038084","vascular endothelial growth factor signaling pathway","8/1031","38/21306",0.000391129208724663,0.0115283676944439,0.00928103207143267,"Jcad/Dll1/Dcn/Cd63/Gab1/Pgf/Ccbe1/Sema6a",8
"GO:0003012","BP","GO:0003012","muscle system process","36/1031","408/21306",0.000397890200159001,0.0116617594057837,0.0093884204531899,"Pde4d/Cacna1g/Scn4a/Adrb1/Dock4/Mef2c/Myh14/Dbn1/Cacna1s/Igfbp5/Adra1a/Nol3/Pgam2/Foxo1/Acta2/Adra2b/Myh11/Tpm4/Anxa6/Drd1/Tnnt1/Chrnb1/Psen2/Tnfrsf1a/Stac/Tmod3/Nos1/Ptgs2/Ccn2/Npy1r/Tead1/Kcnj2/Myoz1/Atp1a2/Jsrp1/Chrnb4",36
"GO:1901343","BP","GO:1901343","negative regulation of vasculature development","17/1031","139/21306",0.000402711197633037,0.0117371190952601,0.00944908955340086,"Bmp7/Stat1/E2f2/Cnmd/Cxcl10/Gadd45a/Apoh/Dcn/Col4a3/Stab1/Adamts1/Lif/Adamts9/Ccl2/Bmp4/Sema6a/Epha2",17
"GO:0060538","BP","GO:0060538","skeletal muscle organ development","22/1031","205/21306",0.00040583460700932,0.0117624396931534,0.00946947416355079,"Atf3/Mef2c/Myh14/Cacna1s/Asb2/Emd/Acta1/Rbm24/Nupr1/Tll2/Disp1/Rcan1/Egr2/Dll1/Maff/Mettl21c/Klhl41/Nr4a1/Sox8/Myoz1/Megf10/Pmp22",22
"GO:0001755","BP","GO:0001755","neural crest cell migration","10/1031","58/21306",0.000423101078641136,0.0120667795268896,0.00971448610560409,"Bmp7/Kitl/Sema4g/Anxa6/Sema5b/Sema6c/Sema3d/Sox8/Bmp4/Sema6a",10
"GO:0003170","BP","GO:0003170","heart valve development","10/1031","58/21306",0.000423101078641136,0.0120667795268896,0.00971448610560409,"Slit3/Mef2c/Dchs1/Sox4/Tnfrsf1a/Hey1/Ccn1/Bmp2/Adamts9/Bmp4",10
"GO:0014015","BP","GO:0014015","positive regulation of gliogenesis","13/1031","91/21306",0.00042558701034075,0.0120667795268896,0.00971448610560409,"Csf1/Etv5/Rnf112/Ptprz1/Serpine2/Enpp2/Egr2/Vim/Trf/Bmp2/Lif/Tspo/Sox8",13
"GO:0014033","BP","GO:0014033","neural crest cell differentiation","13/1031","91/21306",0.00042558701034075,0.0120667795268896,0.00971448610560409,"Bmp7/Kitl/Mef2c/Sema4g/Anxa6/Sema5b/Sema6c/Sema3d/Frzb/Sfrp1/Sox8/Bmp4/Sema6a",13
"GO:0002474","BP","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","9/1031","48/21306",0.00042827621808388,0.0120773893499654,0.00972302765379619,"H2-Q6/H2-Q4/H2-D1/H2-K1/B2m/H2-Q7/Hfe/Tap1/H2-M5",9
"GO:0060349","BP","GO:0060349","bone morphogenesis","14/1031","103/21306",0.000437429185720614,0.0122234185849899,0.00984059000516724,"Alpl/Mef2c/Rarg/Insig1/Anxa6/Csgalnact1/Serpinh1/Nab1/Mmp14/Nab2/Rarb/Bmp4/Runx2/Dhrs3",14
"GO:0006638","BP","GO:0006638","neutral lipid metabolic process","17/1031","140/21306",0.00043814055499197,0.0122234185849899,0.00984059000516724,"Ldlr/Scd1/Dagla/Sik1/Dgkg/Insig1/Dbi/Mogat1/Apobec1/Apoh/Dgkb/Thrsp/Avil/Gk5/Abca17/Acsl5/Apoe",17
"GO:0009913","BP","GO:0009913","epidermal cell differentiation","21/1031","193/21306",0.000452459360222129,0.0125557472461641,0.0101081346432603,"Grhl1/Triobp/Ncoa3/Mafg/Mycn/Ush2a/Etv4/Klf7/Dll1/Hey1/Maff/Zfp36/Mycl/Ptgs2/Kazn/Wnt16/Anxa1/Bmp4/Zfp36l1/Slc9a3r1/Epha2",21
"GO:0050931","BP","GO:0050931","pigment cell differentiation","8/1031","39/21306",0.000471421518467053,0.0130127304859398,0.0104760337437123,"Kitl/Mef2c/Tyrp1/Mitf/Cd63/Adamts9/Oca2/Mlph",8
"GO:0022612","BP","GO:0022612","gland morphogenesis","18/1031","154/21306",0.000480803052017715,0.0130765879466575,0.0105274428552734,"Bmp7/Csmd1/Ncoa3/Csf1/Tgfa/Etv5/Igfbp5/Rarg/Rxra/Cebpb/Etv4/Cd44/Cdh1/Sfrp1/Bmp4/Slc9a3r1/Tgm2/Epha2",18
"GO:0060080","BP","GO:0060080","inhibitory postsynaptic potential","6/1031","22/21306",0.000483761064539946,0.0130765879466575,0.0105274428552734,"Adrb1/Drd4/Dbn1/Bdnf/Nlgn2/Insyn1",6
"GO:1902547","BP","GO:1902547","regulation of cellular response to vascular endothelial growth factor stimulus","6/1031","22/21306",0.000483761064539946,0.0130765879466575,0.0105274428552734,"Jcad/Dll1/Dcn/Cd63/Ccbe1/Sema6a",6
"GO:1903975","BP","GO:1903975","regulation of glial cell migration","6/1031","22/21306",0.000483761064539946,0.0130765879466575,0.0105274428552734,"Csf1/Efemp1/Ptprz1/Idh2/Vim/Gpr183",6
"GO:0045165","BP","GO:0045165","cell fate commitment","28/1031","293/21306",0.000493108536568857,0.0132605527591738,0.0106755456370577,"Fgf2/Sox12/Mef2c/Zfp57/Stat3/Gap43/Dhh/Onecut2/Cebpb/Lmo4/Epop/Psen2/Pdpn/Chrdl1/Wnt9a/Dll1/Glis1/Mitf/Sh3pxd2b/Bmp2/Wnt7b/Sfrp1/Wnt16/Sox6/Sox8/Bmp4/Runx2/Sox2",28
"GO:1902041","BP","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","9/1031","49/21306",0.000502403134098642,0.0134412161568852,0.0108209905805861,"Atf3/Nol3/Icam1/Timp3/Psen2/Trps1/Hmox1/Tnfrsf22/Sfrp1",9
"GO:0007519","BP","GO:0007519","skeletal muscle tissue development","21/1031","195/21306",0.000519126517185215,0.0138177706130371,0.0111241396539689,"Atf3/Mef2c/Myh14/Cacna1s/Asb2/Emd/Acta1/Rbm24/Nupr1/Tll2/Rcan1/Egr2/Dll1/Maff/Mettl21c/Klhl41/Nr4a1/Sox8/Myoz1/Megf10/Pmp22",21
"GO:0060442","BP","GO:0060442","branching involved in prostate gland morphogenesis","5/1031","15/21306",0.000525259658146513,0.0138397961441937,0.0111418715364412,"Bmp7/Rxra/Cd44/Sfrp1/Bmp4",5
"GO:1902043","BP","GO:1902043","positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","5/1031","15/21306",0.000525259658146513,0.0138397961441937,0.0111418715364412,"Atf3/Timp3/Psen2/Trps1/Sfrp1",5
"GO:0098742","BP","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","22/1031","209/21306",0.000529432030294493,0.0138796326735998,0.011173942347924,"Lrrc4b/Igsf9/Pcdhb18/Dchs1/Alcam/Pcdhgc3/Pcdhb14/Nectin2/Mdga1/Ptprt/Nlgn1/L1cam/Sdk2/Plxnb2/Cdh1/Pcdha7/Dscam/Pcdh8/Bmp2/Epha3/Prtg/Ajuba",22
"GO:0032409","BP","GO:0032409","regulation of transporter activity","27/1031","280/21306",0.000536117803875792,0.0139846329141,0.0112584738813916,"Pde4d/Adrb1/Cbarp/Mef2c/Drd4/Gstm7/Nlgn2/Ahnak/Syngr3/Nlgn1/Rph3a/Arc/Fgf11/Stac/Pim1/Rapgef3/Atp1b3/Ptpn3/Shisa6/Gja1/Ccl2/Bmp4/Atp1a2/Slc9a3r1/Jsrp1/Ctss/Hpca",27
"GO:0061036","BP","GO:0061036","positive regulation of cartilage development","7/1031","31/21306",0.000576033540840077,0.0148770642701123,0.011976935007566,"Pkdcc/Ccn1/Bmp2/Loxl2/Sox6/Bmp4/Runx2",7
"GO:0061037","BP","GO:0061037","negative regulation of cartilage development","7/1031","31/21306",0.000576033540840077,0.0148770642701123,0.011976935007566,"Rarg/Efemp1/Rflna/Wnt9a/Frzb/Rarb/Bmp4",7
