"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","15/509","233/21306",0.000513909929783039,0.0118398450673658,0.00910096449886045,"Stat1/Col4a3/Ptgs2/Cd44/Sox2/F3/Ccn1/Dhcr24/Pycard/Map3k5/Ccn2/Nol3/Cdh1/Cryab/Uaca",15
"GO:0001819","GO:0001819","positive regulation of cytokine production","23/509","447/21306",0.000514509434140671,0.0118398450673658,0.00910096449886045,"Arid5a/Stat1/Fzd5/Ptgs2/B2m/Cebpb/F3/Ddx58/Zc3hav1/Tnfrsf1a/Bcl3/Pycard/Tlr3/Irf1/Ccl2/Stat3/Zbtb20/H2-Q7/Eif2ak2/Cd74/Ccbe1/Anxa1/Il33",23
"GO:1901343","GO:1901343","negative regulation of vasculature development","11/509","139/21306",0.000519384274586607,0.0118398450673658,0.00910096449886045,"Stat1/Col4a3/Epha2/Cxcl10/Adamts9/Dcn/Cnmd/Lif/Ccl2/Apoh/Adamts1",11
"GO:0042771","GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","6/509","43/21306",0.000519625553278235,0.0118398450673658,0.00910096449886045,"Steap3/Cd44/Bcl3/Nupr1/Pycard/Cd74",6
"GO:1902742","GO:1902742","apoptotic process involved in development","6/509","43/21306",0.000519625553278235,0.0118398450673658,0.00910096449886045,"Fzd5/Ccn1/Tnfrsf1a/Cryab/Wnt7b/Megf10",6
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","17/509","285/21306",0.00053839902367746,0.0122037112033558,0.00938065842788908,"Fzd5/Frzb/Sox2/Fgf2/Foxo1/Wls/Fzd9/Wnt16/Mitf/Apoe/Lgr5/Sfrp1/Cdh1/Ppp2r3a/Shisa6/Slc9a3r1/Wnt7b",17
"GO:0050810","GO:0050810","regulation of steroid biosynthetic process","8/509","78/21306",0.000543908537800877,0.0122647148005669,0.00942755022160452,"Bmp2/H6pd/Insig1/Igfbp7/Apoe/Tspo/Dhh/Stard4",8
"GO:2001238","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","7/509","60/21306",0.000550912666110964,0.0123586181593552,0.0094997311606112,"Atf3/Pycard/Timp3/Sfrp1/Jak3/Inhba/Trps1",7
"GO:0050808","GO:0050808","synapse organization","24/509","478/21306",0.000555001251478532,0.0123864894688952,0.00952115507259798,"Fzd5/Ngef/Xlr3b/L1cam/Drp2/Slc7a11/Ntrk1/Rph3a/Fzd9/Apoe/Abhd17c/Col4a1/Cdh1/Pmp22/Shisa6/Itga3/Sdk2/Mef2c/Arc/Wnt7b/Kalrn/Gap43/Mdga1/Flrt1",24
"GO:0034755","GO:0034755","iron ion transmembrane transport","4/509","17/21306",0.000598188951682835,0.0132822363149168,0.0102096911302258,"Steap3/Steap2/Steap4/Hfe",4
"GO:0070167","GO:0070167","regulation of biomineral tissue development","9/509","99/21306",0.000609303594726446,0.013392369920452,0.0102943478152081,"Ddr2/Bmp2/Cebpb/Ccn1/Rflna/Fzd9/Gja1/Mef2c/Pkdcc",9
"GO:0110149","GO:0110149","regulation of biomineralization","9/509","99/21306",0.000609303594726446,0.013392369920452,0.0102943478152081,"Ddr2/Bmp2/Cebpb/Ccn1/Rflna/Fzd9/Gja1/Mef2c/Pkdcc",9
"GO:0045766","GO:0045766","positive regulation of angiogenesis","13/509","188/21306",0.000613817295520694,0.0134079263829064,0.0103063056416594,"Ptgs2/Ptgis/Fgf2/Ntrk1/F3/Tnfrsf1a/Adm/Tlr3/Hmox1/Stat3/Rhoj/Ccbe1/Anxa1",13
"GO:0060759","GO:0060759","regulation of response to cytokine stimulus","10/509","120/21306",0.000616173087449742,0.0134079263829064,0.0103063056416594,"Csf1/Ddx58/Axl/Pycard/Nol3/Slit3/Irgm1/Parp14/Parp9/Cd74",10
"GO:0048839","GO:0048839","inner ear development","14/509","213/21306",0.000637155495106535,0.0137955259437992,0.0106042428041297,"Frzb/Bmp2/Sox2/Insig1/Igfbp7/Gabra5/Lgr5/Cdh1/Maf/Ccm2/Slc9a3r1/Cys1/Cebpd/H2-K1",14
"GO:0001822","GO:0001822","kidney development","18/509","316/21306",0.000643063320232579,0.0138545127210504,0.0106495843236015,"Col4a3/Cfh/Cd44/Bmp2/Fgf2/Wfs1/Sfrp1/Rarb/Aph1c/Lif/Itga3/Nid1/Mef2c/Cys1/Mpst/Wnt7b/Adamts1/Dact2",18
"GO:0001958","GO:0001958","endochondral ossification","5/509","30/21306",0.000663424720042446,0.0139479438725832,0.0107214022898291,"Alpl/Csgalnact1/Mmp14/Mef2c/Runx2",5
"GO:0002486","GO:0002486","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent","5/509","30/21306",0.000663424720042446,0.0139479438725832,0.0107214022898291,"H2-K1/H2-D1/H2-Q4/H2-Q6/H2-Q7",5
"GO:0002825","GO:0002825","regulation of T-helper 1 type immune response","5/509","30/21306",0.000663424720042446,0.0139479438725832,0.0107214022898291,"Arid5a/Jak3/Irf1/Anxa1/Il33",5
"GO:0032607","GO:0032607","interferon-alpha production","5/509","30/21306",0.000663424720042446,0.0139479438725832,0.0107214022898291,"Stat1/Nmi/Ddx58/Zc3hav1/Tlr3",5
"GO:0036075","GO:0036075","replacement ossification","5/509","30/21306",0.000663424720042446,0.0139479438725832,0.0107214022898291,"Alpl/Csgalnact1/Mmp14/Mef2c/Runx2",5
"GO:0001961","GO:0001961","positive regulation of cytokine-mediated signaling pathway","6/509","45/21306",0.000666852678060724,0.0139526098794244,0.0107249889214422,"Csf1/Axl/Irgm1/Parp14/Parp9/Cd74",6
"GO:0072089","GO:0072089","stem cell proliferation","11/509","144/21306",0.000698934479398678,0.0145538892552299,0.0111871759029413,"Ncoa3/Sox2/Shb/Fzd9/Gja1/Kitl/Dct/Nf2/Zfp36l1/Pim1/Eif2ak2",11
"GO:0007259","GO:0007259","receptor signaling pathway via JAK-STAT","13/509","191/21306",0.000711894166964529,0.014753159117284,0.0113403491860315,"Stat1/Tnfrsf1a/Bcl3/Socs2/Jak3/Cenpj/Lif/Nf2/Irf1/Stat3/Socs3/Parp14/Parp9",13
"GO:0045165","GO:0045165","cell fate commitment","17/509","293/21306",0.000734222445376268,0.0151437729017892,0.0116406032996048,"Bmp2/Cebpb/Chrdl1/Sox2/Fgf2/Glis1/Pdpn/Wnt16/Mitf/Sfrp1/Stat3/Mef2c/Wnt7b/Dhh/Gap43/Runx2/Onecut2",17
"GO:1990000","GO:1990000","amyloid fibril formation","4/509","18/21306",0.000754663170712025,0.0154447257335885,0.0118719374954877,"B2m/Apoe/Ldlr/Cryab",4
"GO:0030500","GO:0030500","regulation of bone mineralization","8/509","82/21306",0.000760996150278432,0.0154447257335885,0.0118719374954877,"Ddr2/Bmp2/Ccn1/Rflna/Fzd9/Gja1/Mef2c/Pkdcc",8
"GO:0032479","GO:0032479","regulation of type I interferon production","8/509","82/21306",0.000760996150278432,0.0154447257335885,0.0118719374954877,"Stat1/Nmi/Ddx58/Zc3hav1/Pycard/Tlr3/Irf1/Zbtb20",8
"GO:0002476","GO:0002476","antigen processing and presentation of endogenous peptide antigen via MHC class Ib","5/509","31/21306",0.00077562988962706,0.0154447257335885,0.0118719374954877,"H2-K1/H2-D1/H2-Q4/H2-Q6/H2-Q7",5
"GO:0002484","GO:0002484","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway","5/509","31/21306",0.00077562988962706,0.0154447257335885,0.0118719374954877,"H2-K1/H2-D1/H2-Q4/H2-Q6/H2-Q7",5
"GO:0061037","GO:0061037","negative regulation of cartilage development","5/509","31/21306",0.00077562988962706,0.0154447257335885,0.0118719374954877,"Frzb/Rflna/Rarb/Efemp1/Rarg",5
"GO:0034101","GO:0034101","erythrocyte homeostasis","11/509","146/21306",0.0007839145668077,0.0154447257335885,0.0118719374954877,"Stat1/B2m/Axl/Zfp36/Jak3/Hmox1/Tmod3/Stat3/Inhba/Zfp36l1/Exoc6",11
"GO:0045598","GO:0045598","regulation of fat cell differentiation","11/509","146/21306",0.0007839145668077,0.0154447257335885,0.0118719374954877,"Ptgs2/Frzb/Bmp2/Cebpb/Foxo1/Insig1/Zfp36/Sfrp1/Zfp36l1/Pim1/Zbtb7c",11
"GO:0061041","GO:0061041","regulation of wound healing","11/509","146/21306",0.0007839145668077,0.0154447257335885,0.0118719374954877,"F11r/Serping1/Anxa5/Fgf2/Pdpn/Apoe/Gja1/Ccl2/Apoh/Anxa1/Acta2",11
"GO:0034765","GO:0034765","regulation of ion transmembrane transport","24/509","490/21306",0.00078430247865879,0.0154447257335885,0.0118719374954877,"Mettl21c/Kcnj13/Dbi/Atp1a2/Cacna1b/Ctss/Cxcl10/Rph3a/Gja1/F2rl3/Nol3/Atp1b3/Shisa6/Ccl2/Kcnj2/Slc9a3r1/Mef2c/Kcnh5/Kcnk13/Arc/Kcnh3/Clic6/Ahnak/Acsl5",24
"GO:0043583","GO:0043583","ear development","15/509","243/21306",0.000792730139790281,0.0155403674250779,0.0119454546432125,"Frzb/Bmp2/Sox2/Insig1/Igfbp7/Gabra5/Eya4/Lgr5/Cdh1/Maf/Ccm2/Slc9a3r1/Cys1/Cebpd/H2-K1",15
"GO:0002683","GO:0002683","negative regulation of immune system process","23/509","462/21306",0.000805844919059335,0.0157266237118665,0.0120886247475599,"Nmi/Serping1/Cd44/Cebpb/Gpr171/Nbl1/A2m/Axl/Zfp36/Htra1/Kitl/Sfrp1/Jak3/Hmox1/Ldlr/Irf1/Hfe/Zfp36l1/Parp14/Tap1/Cd74/Anxa1/Il33",23
"GO:0061326","GO:0061326","renal tubule development","9/509","103/21306",0.000812427806516038,0.0157476638981956,0.012104797762303,"Stat1/Cd44/Bmp2/Fgf2/Lgr5/Col4a1/Lif/Mef2c/Wnt7b",9
"GO:0008347","GO:0008347","glial cell migration","7/509","64/21306",0.000816509399520397,0.0157476638981956,0.012104797762303,"Vim/Csf1/Gpr183/Efemp1/Pmp22/Ccl2/Tspo",7
"GO:0048659","GO:0048659","smooth muscle cell proliferation","12/509","170/21306",0.000820879011951035,0.0157476638981956,0.012104797762303,"Stat1/Igfbp5/Ptgs2/Tgm2/Fgf2/Map3k5/Gja1/Hmox1/Nol3/Mef2c/Kalrn/Adamts1",12
"GO:0007265","GO:0007265","Ras protein signal transduction","19/509","350/21306",0.000821396991013419,0.0157476638981956,0.012104797762303,"Prex2/Ngef/F11r/Ntrk1/Csf1/Dhcr24/Pdpn/Fgd5/Apoe/Kitl/Prag1/F2rl3/Spata13/Adra1a/Lpar6/Itga3/Arhgef28/Rhoj/Kalrn",19
"GO:0042088","GO:0042088","T-helper 1 type immune response","6/509","47/21306",0.000844463064678988,0.0160484858405369,0.0123360313470458,"Arid5a/Bcl3/Jak3/Irf1/Anxa1/Il33",6
"GO:0043277","GO:0043277","apoptotic cell clearance","6/509","47/21306",0.000844463064678988,0.0160484858405369,0.0123360313470458,"Tgm2/Axl/Mfge8/Ccl2/Megf10/Anxa1",6
"GO:0048525","GO:0048525","negative regulation of viral process","9/509","104/21306",0.000870980861709349,0.0164804726528656,0.0126680877735117,"Stat1/Ptx3/Nbn/Oasl2/Zc3hav1/Zfp36/Ifitm3/Trim25/Eif2ak2",9
"GO:0042093","GO:0042093","T-helper cell differentiation","7/509","65/21306",0.000896538511727499,0.0168240300541471,0.0129321709346168,"Shb/Bcl3/Jak3/Gpr183/Irf1/Stat3/Anxa1",7
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","22/509","437/21306",0.000898875076578635,0.0168240300541471,0.0129321709346168,"Prex2/Ngef/F11r/Ntrk1/Csf1/Dhcr24/Pdpn/Fgd5/Apoe/Kitl/Prag1/F2rl3/Hmox1/Spata13/Adra1a/Lpar6/Dock6/Cgnl1/Itga3/Arhgef28/Rhoj/Kalrn",22
"GO:0060561","GO:0060561","apoptotic process involved in morphogenesis","5/509","32/21306",0.000901406137006097,0.0168240300541471,0.0129321709346168,"Fzd5/Ccn1/Tnfrsf1a/Cryab/Wnt7b",5
"GO:0097696","GO:0097696","receptor signaling pathway via STAT","13/509","196/21306",0.000904600880668756,0.0168240300541471,0.0129321709346168,"Stat1/Tnfrsf1a/Bcl3/Socs2/Jak3/Cenpj/Lif/Nf2/Irf1/Stat3/Socs3/Parp14/Parp9",13
"GO:0006979","GO:0006979","response to oxidative stress","21/509","409/21306",0.000911783428282566,0.0168410551520156,0.0129452576608711,"Ptgs2/Slc7a11/Foxo1/Aldh2/Upk3bl/Wnt16/Apoe/Axl/Map3k5/Msrb3/Hmox1/Nol3/Gja3/Cryab/Uaca/Gpx3/Ngb/Rcan1/Anxa1/Aldh1a1/Slc1a1",21
"GO:0060348","GO:0060348","bone development","14/509","221/21306",0.0009132557481332,0.0168410551520156,0.0129452576608711,"Bmp2/Pls3/Alpl/Dhrs3/Insig1/Rflna/Gja1/Csgalnact1/Rarb/Mmp14/Anxa6/Mef2c/Rarg/Runx2",14
"GO:0046660","GO:0046660","female sex differentiation","11/509","149/21306",0.000927329512370989,0.0170284305394031,0.0130892879871863,"Ncoa3/Cebpb/Ptx3/Axl/Lhb/Nupr1/Kitl/Sfrp1/Inhba/Lhfpl2/Adamts1",11
"GO:0060712","GO:0060712","spongiotrophoblast layer development","4/509","19/21306",0.000937977922351463,0.0171515962944268,0.0131839621284076,"Adm/Lif/Socs3/Zfp36l1",4
"GO:0001916","GO:0001916","positive regulation of T cell mediated cytotoxicity","6/509","48/21306",0.000945906693819162,0.0172242089184142,0.0132397774629258,"B2m/H2-K1/H2-D1/H2-Q4/H2-Q6/H2-Q7",6
"GO:0001913","GO:0001913","T cell mediated cytotoxicity","7/509","66/21306",0.000982622463753522,0.017744286150437,0.0136395465813876,"B2m/Gzmm/H2-K1/H2-D1/H2-Q4/H2-Q6/H2-Q7",7
"GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","7/509","66/21306",0.000982622463753522,0.017744286150437,0.0136395465813876,"Shb/Bcl3/Jak3/Gpr183/Irf1/Stat3/Anxa1",7
"GO:0060562","GO:0060562","epithelial tube morphogenesis","20/509","384/21306",0.0010073195946106,0.018115102792336,0.013924583173869,"Cd44/Bmp2/Ncoa3/Sall4/Sox2/Fgf2/Csf1/Epha2/Cxcl10/Spint2/Adm/Gja1/Lgr5/Col4a1/Sfrp1/Mmp14/Ccm2/Mef2c/Foxh1/Rarg",20
"GO:0001893","GO:0001893","maternal placenta development","5/509","33/21306",0.00104174498969349,0.0186006242618984,0.014297790224534,"Ptgs2/Rxra/Ptgis/Cdh1/Lif",5
"GO:0097581","GO:0097581","lamellipodium organization","8/509","86/21306",0.0010428658823307,0.0186006242618984,0.014297790224534,"Cd44/Epha2/Pdpn/Ablim2/Ajuba/Spata13/Pmp22/Enpp2",8
"GO:0006692","GO:0006692","prostanoid metabolic process","6/509","49/21306",0.00105646665930915,0.0186143437300139,0.0143083360037694,"Ptgs2/Ptgis/Pdpn/Tnfrsf1a/Cd74/Anxa1",6
"GO:0006693","GO:0006693","prostaglandin metabolic process","6/509","49/21306",0.00105646665930915,0.0186143437300139,0.0143083360037694,"Ptgs2/Ptgis/Pdpn/Tnfrsf1a/Cd74/Anxa1",6
"GO:0045646","GO:0045646","regulation of erythrocyte differentiation","6/509","49/21306",0.00105646665930915,0.0186143437300139,0.0143083360037694,"Stat1/B2m/Zfp36/Stat3/Inhba/Zfp36l1",6
"GO:0002367","GO:0002367","cytokine production involved in immune response","9/509","107/21306",0.00106751854608501,0.0186403752652845,0.014328345731684,"Arid5a/Fzd5/B2m/Ddx58/Tlr3/Jak3/Hmox1/Hfe/Cd74",9
"GO:0035710","GO:0035710","CD4-positive, alpha-beta T cell activation","9/509","107/21306",0.00106751854608501,0.0186403752652845,0.014328345731684,"Cd44/Cebpb/Shb/Bcl3/Jak3/Gpr183/Irf1/Stat3/Anxa1",9
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","19/509","358/21306",0.00107190108408768,0.0186403752652845,0.014328345731684,"Dbi/Ptgs2/Bmp2/Slc7a11/Foxo1/H6pd/Insig1/Apoe/Nupr1/Ephx2/Ldlr/Grb10/Stat3/Zbtb20/Ier3/Stard4/Cd74/Anxa1/Acsl5",19
"GO:0002293","GO:0002293","alpha-beta T cell differentiation involved in immune response","7/509","67/21306",0.00107507679034614,0.0186403752652845,0.014328345731684,"Shb/Bcl3/Jak3/Gpr183/Irf1/Stat3/Anxa1",7
"GO:0010977","GO:0010977","negative regulation of neuron projection development","12/509","176/21306",0.00111033247299798,0.0191752655654254,0.0147395012497393,"Ngef/Vim/B2m/Sema3d/Apoe/Prag1/Efemp1/Pmp22/Spock1/Sema5b/H2-K1/H2-D1",12
"GO:0006641","GO:0006641","triglyceride metabolic process","9/509","108/21306",0.00114048051280102,0.0195220584163952,0.0150060714123704,"Mogat1/Dbi/Insig1/Apobec1/Apoe/Ldlr/Apoh/Scd1/Acsl5",9
"GO:0048661","GO:0048661","positive regulation of smooth muscle cell proliferation","9/509","108/21306",0.00114048051280102,0.0195220584163952,0.0150060714123704,"Stat1/Igfbp5/Ptgs2/Tgm2/Fgf2/Map3k5/Gja1/Hmox1/Adamts1",9
"GO:0002449","GO:0002449","lymphocyte mediated immunity","19/509","360/21306",0.00114387061033566,0.0195220584163952,0.0150060714123704,"Arid5a/Fzd5/Cr2/Serping1/B2m/Cfi/Nbn/Bcl3/Gzmm/Icam1/Hfe/H2-K1/Tap1/C4b/H2-D1/H2-Q4/H2-Q6/H2-Q7/Cd74",19
"GO:0001946","GO:0001946","lymphangiogenesis","4/509","20/21306",0.00115049993168476,0.0195454102010163,0.0150240212893841,"Ptpn14/Epha2/Pdpn/Ccbe1",4
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","7/509","68/21306",0.00117422481592153,0.0195454102010163,0.0150240212893841,"Shb/Bcl3/Jak3/Gpr183/Irf1/Stat3/Anxa1",7
"GO:0007566","GO:0007566","embryo implantation","7/509","68/21306",0.00117422481592153,0.0195454102010163,0.0150240212893841,"Ptgs2/Rxra/Ptgis/Gja1/Cdh1/Lif/H2-Q7",7
"GO:0046579","GO:0046579","positive regulation of Ras protein signal transduction","7/509","68/21306",0.00117422481592153,0.0195454102010163,0.0150240212893841,"F11r/Ntrk1/Csf1/Kitl/Prag1/F2rl3/Lpar6",7
"GO:0043090","GO:0043090","amino acid import","6/509","50/21306",0.00117667680897662,0.0195454102010163,0.0150240212893841,"Slc7a11/Slc7a2/Slc7a8/Slc47a1/Slc9a3r1/Slc1a1",6
"GO:0070169","GO:0070169","positive regulation of biomineral tissue development","6/509","50/21306",0.00117667680897662,0.0195454102010163,0.0150240212893841,"Bmp2/Cebpb/Ccn1/Fzd9/Mef2c/Pkdcc",6
"GO:0110151","GO:0110151","positive regulation of biomineralization","6/509","50/21306",0.00117667680897662,0.0195454102010163,0.0150240212893841,"Bmp2/Cebpb/Ccn1/Fzd9/Mef2c/Pkdcc",6
"GO:0009069","GO:0009069","serine family amino acid metabolic process","5/509","34/21306",0.00119765740876822,0.0196686982753181,0.015118789454083,"Slc7a11/Cth/Tst/Mpst/Gldc",5
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","5/509","34/21306",0.00119765740876822,0.0196686982753181,0.015118789454083,"B2m/Ctss/H2-K1/Tap1/Cd74",5
"GO:0032728","GO:0032728","positive regulation of interferon-beta production","5/509","34/21306",0.00119765740876822,0.0196686982753181,0.015118789454083,"Ddx58/Zc3hav1/Tlr3/Irf1/Zbtb20",5
"GO:0001959","GO:0001959","regulation of cytokine-mediated signaling pathway","9/509","109/21306",0.00121742079632092,0.0199181026525889,0.0153104997653656,"Csf1/Axl/Pycard/Nol3/Slit3/Irgm1/Parp14/Parp9/Cd74",9
"GO:0006874","GO:0006874","cellular calcium ion homeostasis","23/509","477/21306",0.00123072625935752,0.020060377081363,0.015419862220533,"Mettl21c/Dbi/Atp1a2/Tgm2/Fgf2/Mcub/Gpr157/Wfs1/Cxcl10/Fzd9/Apoe/Adm/Gja1/Jak3/F2rl3/Nol3/Adra1a/Lpar6/Ccr9/Anxa6/Nmur2/Ccl2/Trpc7",23
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","15/509","254/21306",0.0012382822968284,0.0201082259544672,0.0154566423382587,"Arid5a/Fzd5/B2m/Ddx58/Tlr3/Jak3/Hmox1/Ccl2/Hfe/H2-K1/Tap1/H2-D1/H2-Q4/H2-Q6/H2-Q7",15
"GO:0006816","GO:0006816","calcium ion transport","21/509","420/21306",0.0012689181337787,0.0205291141940703,0.0157801675959645,"Mettl21c/Dbi/Ptgs2/Atp1a2/Cacna1b/Fgf2/Mcub/Wfs1/Cxcl10/Ccn2/Gja1/Jak3/F2rl3/Nol3/Adra1a/Icam1/Anxa6/Nmur2/Trpc7/Tspo/Ahnak",21
"GO:0055076","GO:0055076","transition metal ion homeostasis","10/509","132/21306",0.00128627927312497,0.0206564110577117,0.0158780172071903,"Slc39a10/Steap3/B2m/Cp/Bdh2/Steap2/Steap4/Hmox1/Trf/Hfe",10
"GO:0099175","GO:0099175","regulation of postsynapse organization","10/509","132/21306",0.00128627927312497,0.0206564110577117,0.0158780172071903,"Ngef/Xlr3b/Slc7a11/Fzd9/Apoe/Abhd17c/Shisa6/Arc/Kalrn/Gap43",10
"GO:2000106","GO:2000106","regulation of leukocyte apoptotic process","9/509","110/21306",0.00129849672021322,0.0207759475234115,0.0159699016131486,"Slc39a10/Cd44/Slc7a11/Axl/Kitl/Jak3/Mef2c/Cd74/Anxa1",9
"GO:0008544","GO:0008544","epidermis development","17/509","309/21306",0.00131307556032697,0.0208558570749744,0.0160313258959628,"Klf7/Igfbp5/Dbi/Ptgs2/Ncoa3/Epha2/Wnt16/Lncpint/Zfp36/Lgr5/Slc9a3r1/Inhba/Grhl1/Zfp36l1/Trps1/Maff/Anxa1",17
"GO:0090596","GO:0090596","sensory organ morphogenesis","17/509","309/21306",0.00131307556032697,0.0208558570749744,0.0160313258959628,"Fzd5/Cfh/Frzb/Sox2/Fgf2/Rpe65/Epha2/Insig1/Eya4/Rarb/Mfrp/Ppp2r3a/Stat3/Sdk2/Slc9a3r1/Rarg/Aldh1a1",17
"GO:0050768","GO:0050768","negative regulation of neurogenesis","18/509","337/21306",0.00133737250330857,0.0210857408261733,0.016208031236837,"Ngef/Vim/B2m/Sox2/Nbn/Sema3d/Apoe/Prag1/Ldlr/Efemp1/Pmp22/Stat3/Spock1/Tspo/Wnt7b/Sema5b/H2-K1/H2-D1",18
"GO:0051403","GO:0051403","stress-activated MAPK cascade","15/509","256/21306",0.00133852819042286,0.0210857408261733,0.016208031236837,"Fzd5/Bmp2/Foxo1/Wnt16/Zfp36/Pycard/Map3k5/Ccn2/Sfrp1/Tlr3/Cryab/Trf/Zfp36l1/Wnt7b/Eif2ak2",15
"GO:0051961","GO:0051961","negative regulation of nervous system development","19/509","365/21306",0.00134208414725414,0.0210857408261733,0.016208031236837,"Ngef/Vim/B2m/Sox2/Nbn/Sema3d/Apoe/Prag1/Ldlr/Efemp1/Pmp22/Stat3/Spock1/Tspo/Wnt7b/Sema5b/Mdga1/H2-K1/H2-D1",19
"GO:0010039","GO:0010039","response to iron ion","4/509","21/21306",0.00139459408227007,0.0218319188706451,0.0167815978548061,"B2m/Hmox1/Trf/Hfe",4
"GO:0033029","GO:0033029","regulation of neutrophil apoptotic process","3/509","10/21306",0.00143508053062331,0.021884547619892,0.016822052132357,"Cd44/Slc7a11/Anxa1",3
"GO:0036462","GO:0036462","TRAIL-activated apoptotic signaling pathway","3/509","10/21306",0.00143508053062331,0.021884547619892,0.016822052132357,"Atf3/Tnfrsf22/Timp3",3
"GO:0060710","GO:0060710","chorio-allantoic fusion","3/509","10/21306",0.00143508053062331,0.021884547619892,0.016822052132357,"Ccn1/Zfp36l1/Wnt7b",3
"GO:1902033","GO:1902033","regulation of hematopoietic stem cell proliferation","3/509","10/21306",0.00143508053062331,0.021884547619892,0.016822052132357,"Kitl/Pim1/Eif2ak2",3
"GO:1903748","GO:1903748","negative regulation of establishment of protein localization to mitochondrion","3/509","10/21306",0.00143508053062331,0.021884547619892,0.016822052132357,"Bag3/Nol3/Siah3",3
"GO:0002698","GO:0002698","negative regulation of immune effector process","10/509","134/21306",0.00144105164814504,0.021884547619892,0.016822052132357,"Serping1/A2m/Htra1/Jak3/Hmox1/Irf1/Hfe/Tap1/Anxa1/Il33",10
"GO:0001974","GO:0001974","blood vessel remodeling","6/509","52/21306",0.00144824212190462,0.021884547619892,0.016822052132357,"Tgm2/Axl/Gja1/Nol3/Lif/Mef2c",6
"GO:0032481","GO:0032481","positive regulation of type I interferon production","6/509","52/21306",0.00144824212190462,0.021884547619892,0.016822052132357,"Stat1/Ddx58/Zc3hav1/Tlr3/Irf1/Zbtb20",6
"GO:0032757","GO:0032757","positive regulation of interleukin-8 production","6/509","52/21306",0.00144824212190462,0.021884547619892,0.016822052132357,"F3/Ddx58/Pycard/Tlr3/Stat3/Cd74",6
"GO:0046189","GO:0046189","phenol-containing compound biosynthetic process","6/509","52/21306",0.00144824212190462,0.021884547619892,0.016822052132357,"Slc7a11/Tyrp1/Oca2/Tyr/Pmel/Dct",6
"GO:0031345","GO:0031345","negative regulation of cell projection organization","13/509","207/21306",0.00148583335940351,0.0223749023533705,0.0171989743805658,"Ngef/Vim/B2m/Sema3d/Apoe/Prag1/Efemp1/Pmp22/Itga3/Spock1/Sema5b/H2-K1/H2-D1",13
"GO:0050777","GO:0050777","negative regulation of immune response","11/509","158/21306",0.00149313729689042,0.0224073569519555,0.0172239213412623,"Nmi/Serping1/A2m/Jak3/Hmox1/Irf1/Hfe/Parp14/Tap1/Anxa1/Il33",11
"GO:0014015","GO:0014015","positive regulation of gliogenesis","8/509","91/21306",0.00150631045325213,0.0224502160703879,0.0172568659712879,"Vim/Bmp2/Csf1/Egr2/Trf/Lif/Enpp2/Tspo",8
"GO:0044344","GO:0044344","cellular response to fibroblast growth factor stimulus","8/509","91/21306",0.00150631045325213,0.0224502160703879,0.0172568659712879,"Cd44/Fgf2/Zfp36/Ccn2/Sfrp1/Zfp36l1/Runx2/Flrt1",8
"GO:0042509","GO:0042509","regulation of tyrosine phosphorylation of STAT protein","7/509","71/21306",0.00151517714427268,0.0225052932828488,0.0172992023154251,"Tnfrsf1a/Lif/Nf2/Irf1/Socs3/Parp14/Parp9",7
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","21/509","427/21306",0.00155373188212993,0.022941076608942,0.0176341770179997,"F11r/Cd44/Bmp2/Cebpb/L1cam/Sox2/Shb/Pdpn/Spint2/Pycard/Jak3/Cdh1/Icam1/Nf2/Irf1/Ccl2/Hfe/Mdga1/Megf10/Cd74/Anxa1",21
"GO:0070306","GO:0070306","lens fiber cell differentiation","5/509","36/21306",0.00156033057818172,0.022941076608942,0.0176341770179997,"Vim/Fgf2/Epha2/Maf/Nf2",5
"GO:1904707","GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","5/509","36/21306",0.00156033057818172,0.022941076608942,0.0176341770179997,"Igfbp5/Fgf2/Map3k5/Gja1/Adamts1",5
"GO:0071346","GO:0071346","cellular response to interferon-gamma","9/509","113/21306",0.00156816239831189,0.0229785951429405,0.0176630164870997,"Stat1/Vim/Nmi/Irgm1/Irf1/Ccl2/Parp14/Parp9/H2-Q7",9
"GO:0001914","GO:0001914","regulation of T cell mediated cytotoxicity","6/509","53/21306",0.00160072216527076,0.0233358734717673,0.0179376465492639,"B2m/H2-K1/H2-D1/H2-Q4/H2-Q6/H2-Q7",6
